ß,性別,年齢,発言回数,iQOS歴,LINE登録,LINE歴,ユーザーからの入力,判定,投稿日付,時間24H,確信度,リカバリ,カテゴリ,FSS,Intents番号,Watson回答,回答日時
514593607,F,32,2,8,2017/11/30 8:21,6,値段いくら,OK,2018/7/6 4:57,4,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/6 4:57
11956905,M,33,18,20,2017/7/11 1:56,6,千円,対応不要会話,2018/7/5 22:31,22,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/5 22:31
516109939,M,32,2,1,2018/7/7 16:03,1,今定価が7980円なんですね？,OK,2018/7/7 16:05,16,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/7 16:05
515550196,M,43,1,4,2018/4/12 13:44,3,ホルダーの価格はいくら,OK,2018/7/7 13:49,13,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/7 13:49
12766188,M,39,1,19,2017/6/15 22:40,6,アイコスいくら?,OK,2018/7/6 0:21,0,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/6 0:21
9044418,F,43,1,26,2017/7/7 17:31,6,IQOSの値段,OK,2018/7/7 22:19,22,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/7 22:19
11163087,M,34,1,21,2017/9/4 17:21,6,7980円,OK,2018/7/7 23:23,23,,,,0,価格,"価格について、ですね？2018年6月1日より、IQOS愛用者数500万人達成を記念して、IQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたしました※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしましたまたIQOSは、IQOSオンラインストアでもご購入いただけます♪",2018/7/7 23:23
516095329,M,43,1,1,2018/7/4 17:58,1,日付選択に戻る,OK,2018/7/5 7:49,7,,,Natural Conversations,1,何日,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/5 7:49
516082347,M,36,1,1,2018/7/1 8:35,1,日付選択に戻る,OK,2018/7/7 16:44,16,,,Natural Conversations,1,何日,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/7 16:44
516110373,M,41,14,1,2018/7/7 17:47,1,だね，IQOSを何時も一緒に居るけど，今日は特別なIQOS日,対応不要会話,2018/7/7 17:48,17,,,Natural Conversations,0,何日,今日は07月07日です,2018/7/7 17:48
510287076,F,46,1,15,2017/7/8 20:00,6,6月26日のパックコード数は17で今日は14になってます。,対応不要会話,2018/7/8 17:57,17,,,Natural Conversations,0,何日,パックコードについて、ですね？たばこスティック購入で得られるパックコード。（フタ裏部分）LINE内メニューの「パックコードを貯める／応募」をタップ後、トーク画面から簡単に貯めることができますさらに、貯めたパックコードで、あなたのIQOSライフを充実させるアイテムや賞品が手に入るチャンスもありますパックコードは捨てずにぜひ入力しましょう！※パックコードのポイント有効期限は、入力した日から翌年の同月末までとなります。,2018/7/8 17:57
516110774,M,51,2,1,2018/7/7 20:22,1,7月7日,対応不要会話,2018/7/7 20:23,20,,,Natural Conversations,0,何日,今日は07月07日です,2018/7/7 20:23
513568202,M,22,2,11,2018/2/11 18:54,5,精算19500,対応不要会話,2018/7/5 21:18,21,,,,0,愛用者,"おかげさまでIQOSは、愛用者数500万人を達成しました以上を記念して、2018年6月1日よりIQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたします※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたします引き続き、IQOSストア・オンラインストア・そしてIQOS LINE公式アカウント等にて、スペシャルなコンテンツを企画していきますので、今後ともよろしくお願いいたします",2018/7/5 21:18
516110373,M,41,14,1,2018/7/7 17:47,1,人恋しい時間,対応不要会話,2018/7/7 18:01,18,,,,0,愛用者,"おかげさまでIQOSは、愛用者数500万人を達成しました以上を記念して、2018年6月1日よりIQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定いたします※IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたします引き続き、IQOSストア・オンラインストア・そしてIQOS LINE公式アカウント等にて、スペシャルなコンテンツを企画していきますので、今後ともよろしくお願いいたします",2018/7/7 18:01
514325264,F,38,3,9,2017/11/7 22:24,6,マイコス,OK,2018/7/5 0:26,0,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/5 0:26
511688576,M,53,2,14,2017/11/16 13:10,6,マイコス,OK,2018/7/5 9:51,9,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/5 9:51
9325243,F,36,1,25,2017/7/9 18:28,6,マイコス,OK,2018/7/5 14:25,14,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/5 14:25
8472170,M,43,3,27,2018/4/18 14:56,3,マイコス,OK,2018/7/5 20:09,20,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/5 20:09
7227715,M,28,2,30,2018/3/21 18:52,4,マイコス,OK,2018/7/6 19:53,19,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/6 19:53
513400216,M,34,1,11,2018/7/7 12:17,1,マイコス,OK,2018/7/7 12:22,12,,,Product,0,マイコス_仮,IQOSのカスタマイズについて、ですね？せっかくなら、「自分だけのIQOS」を手にしたいですよね。IQOSphereのCREATEというコーナーでは、世界に1つしかない、あなただけのIQOSケースがデザインできます。色やスタンプ、名入れが楽しめる！▼簡単にあなただけのオリジナルケース作りを楽しもう！https://line.iqosphere.jp/sso/iqosphere?to=miqos%2Fcreate%2F%3Futm_source%3Diqos.jp%26utm_medium%3Dreferral,2018/7/7 12:22
